,age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,gender_code,region_category_code,membership_category_code,year,joined_through_referral_code,preferred_offer_types_code,medium_of_operation_code,internet_option_code,used_special_discount_code,offer_application_preference_code,past_complaint_code,complaint_status_code,feedback_code
36140,33,7,30.19,17236.47,634.29,0,0,0,6,1,1,3,2,1,0,1,4,2
36141,23,7,32.75,26136.75,700.95,1,1,0,4,2,2,2,1,0,1,1,4,1
36142,48,23,227.62,26622.2,658.07,1,1,5,5,1,1,0,0,1,0,1,3,1
36143,59,11,262.1,34809.29,652.66,1,2,5,6,1,1,1,0,1,1,1,3,7
36144,29,21,1211.5020453434545,12080.79,1098.0818217786466,0,1,5,6,1,0,2,2,0,1,1,0,8
36146,30,11,576.54,37286.14,795.8,0,2,4,5,0,1,3,0,1,1,0,1,0
36148,56,18,150.62,23164.44,775.19,1,1,4,6,2,1,3,0,1,0,1,2,2
36149,12,11,173.39,11816.58,728.16,0,0,4,4,1,2,2,0,0,1,1,4,1
36150,26,4,74.26,40015.47,724.82,1,2,4,6,1,1,3,0,0,1,1,2,3
36151,17,6,122.21,40239.11,754.26,0,1,3,5,2,0,2,1,1,0,0,1,4
36152,39,21,134.97,5853.33,622.1,0,1,0,6,2,2,2,0,0,1,0,1,0
36153,57,17,296.49,975.63,512.95,0,0,2,5,1,2,3,1,1,0,0,1,7
36154,30,16,158.24,33421.23,626.6,0,2,2,5,0,0,3,0,0,1,1,4,2
36155,39,7,205.08,48502.29,574.88,1,2,2,4,1,0,3,2,0,1,0,1,0
36156,35,8,502.73,20134.01,770.48,1,0,3,6,2,0,2,0,1,0,1,2,3
36157,15,6,180.38,1878.83,716.18,0,2,4,4,0,1,0,0,1,0,1,4,1
36158,22,10,676.36,28722.95,703.9,1,1,4,6,0,2,2,1,1,0,1,0,7
36159,35,9,30.49,10786.98,614.61,0,1,1,4,1,1,2,2,0,1,1,2,2
36160,52,10,257.75,35722.09,798.7,1,0,5,4,0,2,1,1,1,1,0,1,2
36161,56,50,94.22,3217.17,711.24,0,0,2,6,2,0,2,1,1,0,0,1,3
36162,16,24,42.96,36100.91,701.42,1,0,3,6,2,0,3,1,0,1,1,0,2
36163,10,18,576.29,16385.23,556.1206741994806,1,1,3,4,2,0,1,2,1,0,0,1,1
36165,21,9,470.25,97462.39,799.2,0,2,5,4,1,0,1,1,1,0,1,0,5
36166,17,9,513.39,843.61,517.21,1,1,0,6,2,0,1,1,1,1,0,1,0
36167,11,5,77.78,47166.13,674.74,0,2,0,6,2,2,3,0,1,0,1,0,7
36168,34,17,115.92,44251.63,677.5699999999999,1,2,4,5,1,2,3,2,1,0,0,1,8
36169,19,16,31.06,32646.81,680.4,0,1,2,6,0,0,2,2,1,0,1,4,1
36170,58,13,49.4,48197.73,832.56,1,1,1,4,1,0,3,0,0,1,0,1,8
36171,16,19,203.3,33171.74,566.89,1,0,0,4,2,2,2,0,1,0,0,1,7
36173,41,22,36.04,20391.32,691.43,0,0,2,5,2,2,2,1,0,1,1,0,0
36174,36,11,608.32,14690.16,734.4,1,0,1,5,0,0,3,0,0,1,0,1,1
36175,24,22,501.92,14265.14,855.8505982898897,1,1,0,4,0,2,3,2,1,0,0,1,3
36176,40,50,120.63,43896.26,632.1,1,1,0,4,1,2,3,2,1,0,0,1,0
36177,34,50,34.95,45636.74,819.32,1,1,3,6,0,1,0,2,0,1,0,1,5
36179,63,9,401.73,58747.4,785.84,0,1,5,4,0,1,2,0,1,1,0,1,6
36180,40,19,121.16,7683.01,693.78,0,0,0,5,1,2,2,2,1,0,0,1,7
36181,18,10,599.41,49202.84,738.46,1,1,1,6,2,1,1,1,0,1,0,1,7
36182,28,13,249.39,7420.65,767.33,1,2,1,5,0,0,0,0,0,1,0,1,0
36183,46,12,66.46,15229.39,616.31,0,1,2,5,2,2,2,0,0,1,0,1,3
36184,38,50,264.45,34581.46,1041.5655785764309,1,1,1,4,1,1,2,0,1,0,0,1,3
36185,29,7,45.18,49460.97,556.29,0,2,0,4,2,2,3,2,1,0,1,2,7
36186,39,12,311.07,73493.61,766.98,1,2,1,4,1,2,2,1,1,1,0,1,8
36187,24,6,30.95,13901.69,566.6,1,2,2,4,2,0,2,0,0,1,0,1,7
36188,52,50,287.63,43819.38,210.75934493043576,1,2,5,4,1,0,0,0,1,0,0,1,1
36189,35,11,91.52,21767.54,697.98,1,1,1,4,2,1,2,1,1,0,1,2,7
36190,37,23,32.4,3712.67,672.69,1,1,5,4,2,1,3,0,0,1,0,1,1
36191,49,11,292.39,23266.13,669.45,1,1,0,6,1,1,0,1,1,1,1,4,0
36192,17,22,36.08,46791.93,680.15,1,1,2,4,1,1,3,0,0,1,1,3,3
36193,37,9,351.6,44509.7,614.31,1,0,0,4,1,0,1,1,0,1,0,1,7
36194,62,5,258.65,48315.54,722.77,0,1,4,4,1,0,0,2,1,1,1,4,7
36195,13,8,970.05,35972.45,796.13,1,2,3,5,2,0,0,1,0,1,0,1,7
36196,12,23,961.7699688059224,7014.11,784.975,1,0,0,5,0,0,2,2,0,1,0,1,1
36197,42,21,502.31,32396.56,773.82,0,1,3,4,2,0,3,2,0,1,0,1,3
36198,53,10,287.68,30925.72,965.5211246860456,0,2,2,6,1,0,3,2,0,1,1,2,3
36199,18,24,98.03,25444.46,673.11,1,0,2,5,1,1,3,0,1,0,0,1,7
36200,15,3,366.78,32163.35,617.94,1,0,2,6,0,2,1,0,1,0,1,3,2
36201,26,22,376.69,19806.51,789.07,0,2,4,6,1,2,2,2,1,0,0,1,7
36203,14,10,328.84,40891.21,754.46,1,0,3,4,1,1,3,0,1,0,0,1,0
36204,18,7,52.2,64795.39,753.65,1,1,1,4,2,0,2,0,1,0,1,3,5
36205,45,22,137.36,22785.35,650.71,0,2,0,5,1,1,3,0,1,0,1,3,0
36206,12,9,440.16,24788.75,629.67,0,1,1,4,1,2,2,0,1,1,0,1,0
36207,40,17,48.92,42897.84,634.47,1,1,2,5,1,2,0,0,1,0,1,3,2
36208,31,17,92.52,41605.69,729.52,0,1,4,4,1,1,2,0,1,0,0,1,6
36209,28,6,343.92,30333.48,714.12,0,0,3,6,1,1,2,1,1,1,0,1,2
36210,38,14,48.54,41358.66,728.66,0,0,4,5,1,0,3,1,1,0,0,1,7
36211,61,2,395.0,14160.98,783.56,1,1,1,4,1,2,2,0,1,0,0,1,7
36212,45,23,232.89,21826.83,1063.0355149309094,0,0,1,6,1,2,1,0,0,1,0,1,3
36213,12,7,217.41,31597.6,667.08,0,1,5,4,1,1,2,2,1,0,1,3,1
36214,39,18,264.03,42629.12,379.007045486274,0,2,2,6,1,0,2,0,0,1,0,1,3
36215,19,6,94.01,42695.66,505.9,1,1,0,4,1,2,3,1,1,0,0,1,0
36216,16,16,594.31,48654.79,522.45,1,0,2,6,2,2,1,2,1,1,1,3,7
36217,46,8,357.23,2320.32,539.0,1,1,0,4,1,2,3,2,0,1,1,2,0
36218,25,18,36.81,29977.64,710.76,1,0,2,6,2,1,0,0,0,1,1,4,1
36219,21,8,758.66,28293.4,656.35,1,0,5,6,2,1,2,1,0,1,1,2,3
36221,41,13,1525.445210582767,41977.87,287.57108832868937,1,0,0,6,2,1,1,2,0,1,0,1,3
36222,55,2,120.99,45860.97,564.85,1,0,2,4,0,2,3,1,1,0,0,1,2
36223,36,50,86.45,55838.17,786.57,0,0,1,5,1,2,3,0,0,1,0,1,4
36224,17,3,401.05,23036.0,1419.07769362836,1,1,5,6,1,0,2,0,0,1,0,1,0
36225,58,3,89.2,29897.36,745.1,1,0,1,5,2,1,2,1,1,0,0,1,7
36226,64,8,640.95,32930.01,678.75,1,1,0,4,2,0,1,1,1,0,0,1,0
36227,44,18,37.34,45077.61,722.17,0,2,4,4,1,0,3,0,0,1,1,3,3
36229,12,17,273.59,44028.77,722.68,0,1,4,4,1,1,1,0,0,1,0,1,2
36230,36,14,133.24,31813.39,716.05,0,1,3,6,1,0,2,1,1,0,0,1,0
36231,38,15,82.82,10297.48,729.49,1,0,3,5,0,0,3,0,1,0,0,1,0
36233,34,21,1207.275336391939,43500.07,809.3326193655431,0,0,2,4,0,0,2,2,1,0,1,4,2
36234,53,17,168.35,20127.31,178.70644899724346,0,0,2,4,0,0,3,2,1,0,1,4,1
36236,27,7,80.36,40935.95,700.7,0,0,3,5,0,0,3,0,0,1,0,1,3
36237,44,9,33.39,40807.96,633.55,0,1,2,5,1,1,2,0,0,1,1,4,1
36238,37,21,-611.0368883111588,36354.76,670.46,0,1,1,6,1,0,2,1,1,0,0,1,3
36239,22,50,184.61,54302.96,796.14,1,1,1,6,0,2,2,0,0,1,1,3,8
36240,16,16,129.40918503434307,69676.5,741.39,0,2,5,4,2,0,1,1,1,1,1,0,5
36241,61,50,225.06,39808.61,778.81,1,0,4,6,1,1,3,1,0,1,1,4,2
36242,62,18,205.09,31470.91,788.135,0,0,1,6,2,0,3,2,1,0,1,3,2
36243,32,13,69.98,36238.8,797.46,1,2,5,5,1,1,2,0,0,1,0,1,7
36244,40,9,75.2,7197.75,733.58,0,0,5,5,1,0,2,0,0,1,0,1,7
36245,39,20,230.19,23352.85,633.81,1,2,2,5,1,1,3,1,1,0,1,2,7
36246,14,19,60.4,4976.69,557.85,0,2,0,4,2,0,3,2,1,0,1,0,0
36248,54,18,34.23,39642.95,809.785,0,1,2,6,1,1,2,1,0,1,0,1,3
36249,14,10,648.26,96871.71,832.9,0,0,1,6,2,0,1,2,0,1,1,0,4
36250,21,10,642.01,55371.95,800.4166666666666,0,0,4,5,2,1,3,1,1,0,1,2,5
36251,51,16,-785.9462545271616,11573.3,767.9333333333334,0,1,0,6,1,2,3,1,0,1,0,1,3
36252,28,8,32.59,31213.5,735.45,0,2,1,5,1,0,3,0,1,0,1,2,1
36253,63,19,235.23,7794.65,665.69,0,1,0,4,2,1,3,2,0,1,1,4,3
36254,25,19,-1136.4528230152057,3407.08,692.91,0,1,2,6,1,0,2,2,1,0,1,2,7
36255,48,13,255.99,43515.6,496.82278434787366,0,0,2,4,2,1,1,0,1,0,0,1,3
36256,23,13,-764.272747462092,11306.82,300.73556869574736,0,0,1,6,2,1,2,2,0,1,1,2,1
36257,57,9,76.73,34459.26,967.4979680322664,1,0,5,5,0,1,3,0,0,1,1,4,2
36258,44,2,970.651885895108,93798.89,1041.226400852494,1,0,3,4,2,2,3,1,1,1,1,0,5
36259,57,11,47.72,47792.05,704.67,1,1,0,5,2,0,2,2,1,0,1,2,7
36260,18,2,517.07,46754.75,504.1,0,1,0,4,2,2,0,0,1,0,1,3,3
36262,62,12,308.39,22092.38,503.22,0,1,0,4,1,2,3,1,0,1,1,0,7
36263,31,4,30.1,26189.77,671.65,1,0,1,4,2,1,2,1,1,0,0,1,1
36264,51,16,280.72,36511.13,613.25,1,1,0,4,2,2,1,2,1,0,0,1,0
36265,21,12,205.91,13566.24,665.13,0,1,1,6,1,0,3,1,1,1,0,1,1
36267,51,24,131.81,5671.33,857.9236198423737,0,1,3,5,1,2,3,1,0,1,0,1,2
36268,24,8,161.73,30746.45,620.66,0,1,5,6,1,2,2,0,0,1,0,1,3
36270,38,2,33.64,5546.75,576.5,1,1,2,6,2,1,3,1,0,1,0,1,2
36271,51,3,491.15,33634.17,753.62,0,0,5,5,1,2,2,1,1,1,0,1,7
36272,27,15,145.15,36462.41,656.76,0,1,1,5,2,0,0,0,0,1,0,1,1
36273,24,9,106.55,38626.95,695.44,0,0,2,6,1,1,3,1,0,1,1,2,3
36274,52,14,163.64,47248.78,1497.9416686022776,0,1,4,5,1,2,2,0,0,1,1,3,2
36275,40,12,233.19,2987.26,767.36,1,2,4,4,1,1,1,1,1,0,0,1,0
36276,46,12,183.31,30052.45,667.43,0,0,2,4,1,2,2,2,0,1,0,1,2
36277,15,10,247.65,46216.33,658.71,0,0,0,6,1,0,2,2,1,1,1,0,2
36278,15,18,100.12,36013.95,558.34,1,1,2,4,2,0,3,0,0,1,0,1,0
36279,29,15,281.94,17635.4,681.31,1,0,2,4,2,2,0,1,1,1,1,3,1
36280,30,8,-988.1435238661122,46910.51,669.61,1,0,2,4,2,0,3,1,0,1,0,1,3
36281,10,19,352.97,32125.52,919.0158078165109,0,0,3,4,1,0,2,1,1,0,0,1,5
36282,32,17,112.89,4128.51,1168.421615633022,0,1,3,4,1,0,2,1,0,1,0,1,8
36283,42,9,118.47,26098.15,654.69,0,0,0,6,0,0,2,0,1,0,0,1,1
36284,57,14,734.74,35186.24,616.96,0,1,0,4,0,0,2,1,1,0,0,1,2
36285,61,11,53.05,5343.03,722.87,1,0,1,6,1,1,2,0,1,0,0,1,1
36286,13,10,-844.9652020260614,25607.71,790.23,0,1,4,4,1,0,2,1,1,0,1,4,4
36288,19,19,235.2,13851.94,588.115,0,0,2,6,1,1,1,2,0,1,1,4,3
36289,30,12,-1140.5347821177195,14030.27,561.92,1,0,2,6,1,1,2,2,0,1,0,1,2
36290,31,18,75.21,45272.04,568.87,1,2,2,5,2,2,3,0,1,0,0,1,2
36291,57,12,33.52,847.03,651.82,1,2,2,6,0,2,3,1,1,0,1,2,3
36292,44,13,174.23,25318.45,643.43,0,1,0,5,1,2,0,1,1,0,0,1,3
36293,59,25,40.31,22084.19,712.86,0,0,5,6,2,2,2,2,0,1,0,1,2
36295,43,4,195.1,22829.92,766.37,0,0,4,6,1,2,3,2,1,0,0,1,8
36296,52,13,66.27,23111.53,752.29,0,1,4,5,1,0,3,1,1,0,0,1,2
36297,34,7,1149.82,49717.21,704.53,0,1,5,5,2,0,3,2,1,1,0,1,4
36298,40,10,1390.204604833369,36667.37,899.1684924499606,0,0,5,6,2,1,2,1,1,0,0,1,0
36299,60,20,1431.1850267928703,46720.66,640.2,1,2,1,6,2,0,3,0,1,0,1,2,3
36300,37,16,137.78,32908.12,506.2345973015581,1,1,4,5,2,1,3,1,0,1,0,1,2
36301,19,11,1151.9500754242015,36454.92,716.9,1,0,5,6,2,2,3,2,0,1,1,3,7
36302,51,9,520.78,42807.72,507.63,1,1,0,4,2,2,1,1,0,1,1,0,3
36303,27,19,32.31,24087.26,212.78111859734776,1,0,2,6,2,1,3,0,0,1,0,1,7
36305,18,6,955.7814668078888,38836.05,456.86791687432003,1,2,3,4,1,0,2,0,1,0,1,4,3
36306,46,9,400.72,37627.84,764.83,1,1,4,5,2,1,3,2,0,1,1,0,6
36307,11,15,50.58,20323.41,655.96,0,0,1,5,2,1,2,0,1,0,0,1,0
36308,14,16,742.01,7859.69,547.09,0,1,0,4,2,0,2,1,0,1,0,1,3
36309,47,9,85.63,6395.63,847.35,0,0,3,5,1,1,0,0,1,0,1,4,6
36310,15,12,273.98,50806.7,406.91199400750793,1,2,3,4,1,1,1,2,0,1,1,0,8
36311,46,18,107.93,40551.28,637.48,1,2,1,4,1,1,3,1,0,1,0,1,3
36312,56,7,148.76,19418.18,606.96,0,0,0,5,1,2,2,1,0,1,0,1,7
36313,45,20,32.37,43633.66,671.225,1,0,0,6,2,0,2,2,1,0,1,4,0
36314,26,17,-1012.0963796050236,30359.02,735.49,0,2,1,4,2,2,3,0,1,0,1,4,7
36315,28,12,156.35,47054.66,508.4,0,1,2,5,2,1,3,0,1,0,0,1,0
36316,41,23,79.52,15932.54,656.5,1,2,0,6,1,0,3,2,1,0,0,1,0
36318,39,9,134.5,40725.05,967.2702466668868,0,0,2,5,1,0,3,0,0,1,0,1,3
36319,11,9,38.06,35542.0,648.28,0,0,2,4,2,0,2,2,1,0,0,1,7
36320,34,24,33.24,23657.48,671.35,1,0,2,6,2,0,3,1,1,0,1,0,0
36321,36,5,97.31,24370.93,685.61,1,1,2,4,0,1,2,0,0,1,1,2,2
36322,23,14,85.02,20830.75,221.908417082306,0,2,1,4,0,2,0,1,1,0,0,1,0
36324,20,14,154.9,37129.24,718.86,0,1,4,5,0,2,2,1,0,1,1,4,1
36325,47,7,209.36,21538.06,696.64,0,1,0,6,1,0,3,0,1,1,0,1,7
36327,22,9,475.56,38357.17,747.24,0,0,3,4,2,0,1,1,1,0,0,1,2
36328,48,10,148.26,63967.83,792.43,1,1,4,4,1,2,3,0,1,0,0,1,4
36329,20,6,171.01,24741.85,775.06,0,1,3,5,2,1,3,1,0,1,1,0,8
36330,27,17,34.49,11202.78,693.085,0,1,1,4,2,0,2,0,1,0,1,3,1
36331,33,4,325.44,32392.99,611.11,1,0,0,4,1,1,0,2,0,1,1,4,0
36332,15,9,273.81,28789.54,602.83,1,1,2,6,2,1,3,2,0,1,1,0,7
36333,61,11,-601.5623187511486,18072.25,1096.193699866314,0,0,5,4,1,1,3,2,0,1,0,1,0
36334,27,9,40.74,17885.17,627.42,1,1,2,5,2,1,3,0,1,0,0,1,2
36335,47,6,92.78,25536.07,644.3,1,0,5,5,2,2,0,0,0,1,1,2,2
36336,34,17,261.12,11372.38,620.38,0,0,2,5,1,0,1,2,0,1,0,1,3
36337,27,21,136.46,35428.64,263.4522856264322,1,0,5,5,1,1,0,1,0,1,1,2,5
36338,19,13,329.71,9437.04,708.96,0,1,3,6,1,0,1,2,0,1,1,3,4
36340,10,3,121.19,31543.41,678.24,0,1,0,6,1,0,3,0,0,1,1,2,3
36343,39,9,1041.3,16425.65,645.55,1,1,0,4,2,1,2,0,0,1,1,3,0
36344,47,13,159.57,71637.2,642.77,0,1,1,4,2,0,0,0,0,1,1,3,8
36345,36,7,-785.8488353205353,43978.26,639.99,1,0,5,4,1,0,3,2,1,0,0,1,3
36346,37,23,105.43,13693.65,712.99,0,1,3,4,1,1,3,0,0,1,0,1,8
36347,31,4,1300.835064686933,33553.09,642.96,1,0,0,6,1,0,2,2,0,1,1,2,3
36348,57,10,160.6,41515.05,817.82,0,1,3,6,2,2,3,1,0,1,1,0,6
36349,59,15,233.63,21467.54,541.75,1,1,0,6,0,0,1,1,0,1,0,1,7
36350,55,50,70.03,47715.35,557.69,1,0,5,5,2,0,3,2,1,0,0,1,3
36351,50,19,256.83,4233.31,573.63,1,2,0,6,1,0,2,2,0,1,0,1,3
36352,30,15,139.64,23039.6,690.38,1,0,0,4,2,1,2,0,1,0,1,3,3
36353,14,10,32.79,33770.52,1007.0151774775447,0,1,2,6,2,1,3,1,0,1,1,0,1
36354,12,20,95.85,29015.28,1323.6503549550896,1,1,4,4,2,1,2,2,1,0,1,3,7
36355,26,4,165.31,7014.64,966.9001774775447,0,0,2,6,0,0,2,0,1,0,1,2,1
36356,59,16,449.74,3766.03,610.15,1,1,2,6,1,0,3,2,1,0,0,1,0
36357,61,13,339.83,29227.78,724.51,1,1,1,5,0,0,1,2,1,1,0,1,7
36358,16,18,187.24,7715.26,1067.7415927769837,1,0,5,6,2,1,3,1,1,0,1,0,2
36359,50,8,125.61,48692.82,827.5507963884918,1,1,1,6,1,2,0,1,0,1,0,1,7
36360,11,12,30.9,31840.5,587.36,1,0,0,5,2,1,3,2,0,1,0,1,7
36361,44,50,408.0,85263.35,779.09,1,1,4,5,1,0,3,0,0,1,1,2,6
36363,12,6,56.76,25172.06,1054.963779225107,1,1,5,5,1,0,3,1,0,1,0,1,7
36364,32,5,-210.2837478957416,16339.99,1389.6669836134697,1,2,2,4,2,2,2,1,0,1,0,1,1
36365,27,10,106.72,35827.56,1724.3701880018325,0,1,0,4,1,2,2,2,0,1,1,2,7
36366,62,10,193.76,4243.85,436.2178613270089,1,0,4,4,1,0,2,0,1,0,1,3,7
36367,59,15,283.95,37280.9,678.76,0,1,0,6,1,1,0,2,0,1,1,2,2
36368,21,13,-753.2428746317881,16623.98,631.66,1,1,2,4,1,2,3,2,0,1,1,2,1
36369,38,9,40.49,17069.54,752.8,0,0,3,5,1,0,3,1,0,1,1,4,7
36370,14,14,34.98,4777.25,156.56894641327895,1,0,1,6,2,1,2,0,1,0,1,4,7
36371,37,7,596.84,3137.78,698.27,1,1,2,6,2,1,2,2,1,1,1,3,2
36372,54,1,747.1,35948.39,699.89,0,0,0,5,2,2,3,2,1,1,0,1,3
36374,36,19,123.22,61257.43,737.12,1,2,3,4,2,2,3,2,0,1,1,2,4
36375,30,12,305.95,45961.69,508.1026680721024,0,0,0,4,1,1,2,0,0,1,1,3,1
36376,51,50,214.6,15793.48,785.85,0,1,3,6,1,0,3,0,1,0,1,3,1
36377,62,8,104.72,45376.53,752.01,1,1,4,6,1,1,0,2,1,0,1,4,2
36378,19,20,107.59,21304.11,727.58,0,0,1,4,1,0,3,1,0,1,1,0,0
36379,55,22,88.64,21772.18,671.425,0,1,0,5,1,1,3,1,1,0,0,1,3
36381,17,13,869.87,33507.35,617.83,0,1,2,4,2,2,0,0,1,1,1,0,0
36382,34,21,1035.7260731290062,2223.02,691.97,1,1,1,6,1,0,3,1,0,1,1,0,1
36383,40,10,724.86,30515.03,1023.7179903297308,1,0,5,6,2,1,3,1,1,1,0,1,6
36384,55,14,43.98,39552.28,794.48,0,0,3,4,0,0,2,0,1,0,1,4,7
36385,24,7,387.77,43957.96,609.49,1,2,5,4,1,2,3,1,1,0,1,0,3
36387,30,11,85.99,32005.23,648.59,0,0,2,6,1,0,3,1,1,0,1,4,1
36388,38,22,206.41,27133.63,784.0,1,1,5,6,1,0,1,0,0,1,0,1,2
36389,49,10,30.17,26784.05,731.6,0,0,3,5,2,1,2,2,0,1,1,0,0
36390,25,16,155.19,41838.39,614.04,0,0,0,4,1,0,3,1,0,1,0,1,2
36391,55,3,32.27,29816.21,714.25,1,2,1,5,1,1,3,2,0,1,0,1,1
36392,16,9,142.83,8714.24,450.6997765101602,0,1,0,5,0,1,3,2,0,1,0,1,0
36396,23,11,561.42,39305.2,442.50323019285855,0,0,1,4,2,0,3,1,0,1,1,3,1
36397,58,14,393.01,32822.7,220.11646038571712,0,1,1,6,0,1,1,2,1,1,1,3,5
36398,30,10,836.17,92636.6,445.79823019285857,1,0,3,6,2,1,1,0,0,1,0,1,5
36399,59,18,89.99,5208.01,671.48,0,2,0,4,1,0,3,2,0,1,0,1,7
36401,39,24,32.76,23601.47,721.64,0,0,3,6,0,2,0,2,0,1,1,2,3
36402,43,11,610.22,17015.69,571.31,1,0,2,6,2,0,3,0,1,1,1,4,3
36403,35,8,34.99,46591.79,734.26,0,0,4,5,2,0,2,1,1,0,1,3,7
36404,13,15,1204.955264446925,46099.85,702.74,1,0,4,5,2,2,2,0,0,1,1,2,1
36405,54,8,616.84,48276.68,731.21,0,0,5,5,2,0,1,1,1,0,0,1,0
36406,21,3,-438.5618105507566,21574.92,758.46,0,2,1,5,2,1,1,1,1,0,1,2,1
36407,13,3,359.0,12831.73,666.05,0,1,5,4,1,1,3,0,0,1,1,0,2
36408,62,11,83.45,36708.71,794.75,0,1,4,5,1,1,0,2,1,0,1,0,7
36409,27,10,1412.13,15152.88,693.02,1,1,2,6,2,2,3,2,1,1,1,3,7
36412,56,7,319.1,47911.88,222.96613436442192,0,1,1,5,0,2,1,2,1,0,0,1,0
36413,58,14,55.15,2176.07,1287.0585523817188,0,1,1,4,1,2,0,1,1,0,1,2,1
36414,43,5,40.54,868.01,-170.49720985323313,1,1,3,4,2,1,2,2,1,0,0,1,0
36415,15,10,167.32,19811.96,755.67,1,2,5,5,0,0,3,0,1,0,1,3,0
36416,46,18,108.19,23900.32,229.9693512491283,0,1,0,5,2,0,3,0,1,0,1,2,0
36417,20,10,67.27,26272.22,1060.933564895775,0,0,4,6,2,1,2,0,1,0,1,0,4
36418,13,14,632.86,10924.19,526.02,0,0,2,4,2,0,0,2,1,1,1,3,3
36419,60,10,134.27,45877.74,783.51,1,1,4,4,2,0,0,2,0,1,1,4,6
36420,40,14,88.97,30852.9,612.9,1,1,0,6,1,1,2,2,1,0,1,4,0
36421,54,50,694.91,6189.15,409.4845797669553,1,0,4,5,2,1,2,0,1,0,0,1,7
36422,13,50,217.16,85446.53,752.3,0,0,4,4,1,0,2,0,1,0,1,4,6
36423,57,5,357.97,45729.83,529.04,0,0,0,6,1,0,1,0,1,0,1,2,7
36426,47,5,52.32,37905.42,667.81,0,1,0,6,2,1,0,2,1,0,0,1,0
36427,64,50,289.86,15824.19,653.28,1,2,0,6,1,0,3,1,1,0,1,0,2
36428,60,2,94.34,20938.9,672.61,0,1,0,4,2,1,3,0,0,1,0,1,1
36429,45,13,90.37,46231.09,455.5879580865278,1,0,3,5,2,1,3,0,1,0,0,1,1
36430,58,19,34.3,30057.0,741.66,1,0,4,6,2,1,2,0,1,0,1,2,2
36431,64,14,882.09,20525.98,739.74,1,0,5,6,2,1,3,0,1,1,1,3,2
36432,57,12,34.41,18877.18,1095.154227405469,1,1,1,6,0,2,3,2,1,0,1,2,3
36435,24,16,164.34,32572.87,541.13,0,0,2,6,0,0,3,1,0,1,1,2,3
36437,30,23,-1019.4781099888872,8681.47,695.63,1,0,1,5,2,2,2,0,1,0,1,3,7
36438,43,4,297.97,27456.06,714.76,1,2,1,4,2,2,1,0,0,1,1,3,1
36439,26,3,436.95,21351.4,682.79,0,1,0,5,0,1,2,0,0,1,1,3,1
36440,39,9,227.53,36723.57,659.31,1,1,2,5,0,2,0,1,0,1,0,1,3
36441,61,14,1096.23,8993.44,479.77903436883537,1,0,2,5,2,0,3,1,0,1,0,1,3
36442,19,11,513.2,8416.12,300.24806873767085,0,0,2,5,2,0,2,2,0,1,0,1,2
36444,24,17,121.08,3593.14,768.74,1,0,1,4,1,0,3,0,0,1,0,1,3
36445,27,6,1408.1,61274.13,841.46,1,0,1,4,2,1,2,0,0,1,1,3,8
36446,39,11,-356.5818969840337,27798.66,777.81,0,1,1,5,2,0,3,2,1,0,1,2,7
36448,60,12,226.99,10076.31,563.93,0,2,0,4,2,2,2,1,0,1,1,2,1
36449,23,17,922.421320053972,24352.71,744.19,0,2,5,5,1,1,2,1,0,1,0,1,2
36450,38,11,494.04,2080.18,841.8424390845793,0,1,2,5,0,1,1,2,1,0,1,0,1
36451,44,15,34.74,31430.92,784.63,1,1,4,6,0,0,3,1,1,0,1,4,7
36452,61,9,89.28,35906.53,785.37,0,0,4,6,2,2,3,1,1,0,1,4,7
36453,11,5,34.52,44105.32,708.57,0,1,4,6,1,2,2,1,1,0,0,1,7
36454,11,7,324.24,26811.31,731.27,1,0,5,6,1,1,0,0,0,1,0,1,0
36455,32,8,-780.4433756345703,43427.59,629.96,1,0,1,4,2,2,0,2,0,1,1,2,0
36456,19,6,1028.18,17076.84,631.16,0,0,1,5,2,2,0,1,1,1,1,3,2
36459,46,14,564.93,22121.36,893.9231432312082,0,1,2,4,0,2,1,1,1,1,0,1,7
36460,13,6,30.89,32902.85,726.4265716156041,0,1,0,5,2,1,2,1,1,0,1,2,3
36461,34,12,110.62,5634.35,558.93,1,0,0,4,2,2,0,2,1,0,1,2,0
36462,13,15,46.97,29996.99,819.98,0,2,3,5,1,1,3,2,0,1,1,0,6
36463,50,13,158.63,37151.03,936.8882987285484,0,1,1,5,0,1,3,0,0,1,1,0,1
36465,29,6,477.58,3810.28,608.4,0,0,0,4,1,1,3,0,1,0,1,4,7
36466,22,11,723.4,46847.22,505.21,0,0,2,5,2,2,3,1,0,1,0,1,2
36467,11,18,315.35,30733.2,563.09,1,1,2,4,2,1,0,1,1,0,1,2,3
36468,61,50,404.25,22747.19,674.53,1,0,0,5,0,2,2,2,0,1,1,3,0
36469,50,11,34.74,33866.0,1087.239151412904,1,2,2,4,1,0,3,2,1,0,0,1,1
36470,59,11,33.11,42297.1,637.04,0,0,2,4,2,0,3,2,0,1,1,2,1
36471,62,15,1047.8393616220278,39593.22,640.79,1,1,0,5,1,1,3,2,0,1,1,0,3
36472,51,6,884.71,92191.31,732.98,1,0,5,5,2,1,1,1,1,1,1,3,4
36473,48,11,740.91,34840.92,710.13,0,0,5,5,2,0,2,1,1,1,0,1,0
36474,13,3,237.22,9860.95,784.21,0,1,4,6,2,0,2,2,1,0,0,1,2
